"Speciality","contract","Check_Type","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Has Reports?","Reports Location",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Adult Residential Care","","1579","60001075","30775","BH  ","HAMPTON SPECIAL CARE - TUMWATER","OP    ","1400 Trosper Rd SW","Tumwater","WA","98512","Thurston","1400 Trosper Rd SW","Tumwater","WA","98512","(360) 786-6062","","(360) 786-0820","3E","","1027XS-12 , 1006XS-12 , 1007XS-12 ","Storms, Cathleen N.","56","12/31/2026 12:00:00 AM","","","768153","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1579",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living Services ECS","","2600","60001168","46915","BH  ","Memory Care At The Lodges","OP    ","1530 Carpenter Rd SE","Lacey","WA","98503","Thurston","1530 Carpenter Rd SE","Lacey","WA","98503","(564) 669-7060","","(564) 669-7336","3E","","1027XS-12 , 1006XS-12 , 1006XS-12 ","Stephens, Jodi","64","9/30/2026 12:00:00 AM","","","1260483","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2600",
"None","Enhanced Adult Residential Care, Assisted Living SOW, Adult Residential Care","","2494","60000827","45383","BH  ","Olympics West Senior Living","OP    ","929 Trosper Rd SW","Tumwater","WA","98512","Thurston","929 Trosper Rd SW","Tumwater","WA","98512","(360) 943-9900","","(360) 956-0699","3E","","1006XS-12 , 1002XS-12 , 1007XS-12 ","La Plante, Paulette","100","2/28/2027 12:00:00 AM","","","587428","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2494",
"None","No Contract","","1161","60001161","30454","BH  ","PANORAMA CITY","OP    ","1751 Circle Ln SE","Lacey","WA","98503","Thurston","1751 Circle Ln SE","Lacey","WA","98503","(360) 438-7539","","(360) 413-6002","3E","","","Kimball, Erin","50","8/31/2026 12:00:00 AM","","","750682","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1161",
"None","Assisted Living SOW","","2236","60008957","42169","BH  ","Prestige Senior Living Rosemont","OP    ","215 Killion Rd NW","Yelm","WA","98597","Thurston","215 Killion Rd NW","Yelm","WA","98597","(360) 458-1800","","(360) 458-4540","3E","","1002XS-12 ","Hendrickson, Jennifer","70","1/31/2027 12:00:00 AM","","","650031","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2236",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","2443","60009613","44622","BH  ","The Cottages at Lacey","OP    ","8570 Martin Way E","Lacey","WA","98516","Thurston","8570 Martin Way E","Lacey","WA","98516","(360) 489-1128","","(360) 915-8807","3E","","1027XS-12 , 1006XS-12 ","Sexton, Teresa","60","2/28/2027 12:00:00 AM","","","919852","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2443",
"None","Enhanced Adult Residential Care, Assisted Living SOW, Adult Residential Care","","2763","60007873","51651","BH  ","The Sequoia Senior Living","OP    ","825 Lilly Rd NE","Olympia","WA","98506","Thurston","825 Lilly Rd NE","Olympia","WA","98506","(360) 491-0491","","(360) 491-2709","3E","","1006XS-12 , 1002XS-12 , 1007XS-12 ","Driscoll, Carolyn L.","97","8/31/2026 12:00:00 AM","","","750139","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2763",
"None","Assisted Living SOW","","1709","60008955","30860","BH  ","Woodland Retirement & Assisted Living Community","OP    ","4532 INTELCO LOOP SE","LACEY","WA","98503","Thurston","3425 Boone Rd SE","SALEM","OR","97317","(360) 528-3253","(503) 480-1164","(360) 528-3254","3E","","1002XS-12 ","Harrison, Megan","114","9/30/2026 12:00:00 AM","","","827291","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1709",
"None","Assisted Living SOW","","2322","60008897","42393","BH  ","Brookdale College Place","OP    ","550 E WHITMAN DRIVE","COLLEGE PLACE","WA","99324","Walla Walla","550 E WHITMAN DRIVE","COLLEGE PLACE","WA","99324","(509) 526-7007","(509) 529-2965","","1G","","1002XS-12 ","Lieuallen, Malhia","95","3/31/2027 12:00:00 AM","","","1077161","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2322",
"None","Enhanced Adult Residential Care, Assisted Living SOW","","2498","60001097","45335","BH  ","Brookdale Walla Walla","OP    ","1460 DALLES MILITARY RD","WALLA WALLA","WA","99362","Walla Walla","1460 DALLES MILITARY RD","WALLA WALLA","WA","99362","(509) 525-4990","","(509) 525-8188","1G","","1006XS-12 , 1002XS-12 ","Lippert, Jaylee","90","5/31/2027 12:00:00 AM","","","872746","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2498",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","2723","60008781","50330","BH  ","Eagle Springs Senior Alzheimers Community","OP    ","20 SE Larch Ave","College Place","WA","99324","Walla Walla","20 SE Larch Ave","College Place","WA","99324","(509) 525-6335","","","1G","","1027XS-12 , 1006XS-12 ","Wilkinson, Kimberly L.","54","2/28/2027 12:00:00 AM","","","750376","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2723",
"None","No Contract","","2729","60001078","50152","BH  ","Trustwell Living at Whitman Place","OP    ","1018 Whitman St","Walla Walla","WA","99362","Walla Walla","1018 Whitman St","Walla Walla","WA","99362","(509) 522-4630","","(509) 522-4893","1G","","","Garten, Kristopher","44","1/31/2027 12:00:00 AM","","","945261","False","No"," ",
"None","Enhanced Adult Residential Care, Assisted Living SOW, Adult Residential Care","","125","60000925","30004","BH  ","WASHINGTON ODD FELLOWS HOME","OP    ","534 Boyer Ave","Walla Walla","WA","99362","Walla Walla","534 Boyer Ave","Walla Walla","WA","99362","(509) 525-6463","","(509) 526-6804","1G","","1006XS-12 , 1002XS-12 , 1007XS-12 ","Potter, Alecksana","71","7/31/2026 12:00:00 AM","","","983416","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=125",
"None","No Contract","","1640","60008910","30817","BH  ","WHEATLAND VILLAGE","OP    ","1500 CATHERINE STREET","WALLA WALLA","WA","99362","Walla Walla","1500 CATHERINE STREET","WALLA WALLA","WA","99362","(509) 527-9600","","(509) 527-9800","1G","","","Irazoqui, Gladys G.","113","3/31/2027 12:00:00 AM","","","235849","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1640",
"None","No Contract","","2677","60008720","49221","BH  ","Avista Senior Living Ferndale","OP    ","2240 Main St","Ferndale","WA","98248","Whatcom","2240 Main St","Ferndale","WA","98248","(360) 384-9017","","(360) 384-4307","2J","","","Franklin, Chloe R.","47","10/31/2026 12:00:00 AM","","","472811","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2677",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2771","60009711","51925","BH  ","Birchwood ALF","OP    ","1200 Birchwood Ave","Bellingham","WA","98225","Whatcom","1200 Birchwood Ave","Bellingham","WA","98225","(360) 676-6000","","(360) 676-6000","2J","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Billings, Jenny","84","2/28/2027 12:00:00 AM","","","683629","False","No"," ",
"None","Enhanced Adult Residential Care, Assisted Living SOW","","2525","60000701","45657","BH  ","Brookdale Fairhaven","OP    ","2600 Old Fairhaven Parkway","Bellingham","WA","98225","Whatcom","2600 Old Fairhaven Parkway","Bellingham","WA","98225","(360) 647-1254","","(360) 647-8368","2J","","1006XS-12 , 1002XS-12 ","Cope, Sherri L.","60","5/31/2027 12:00:00 AM","","","229939","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2525",
"None","Enhanced Adult Residential Care, Assisted Living SOW, Assisted Living Services ECS, Assisted Living Services ECS, Adult Residential Care","","2747","60000867","51085","BH  ","Chuckanut Ridge Assisted Living","OP    ","702 32ND ST","BELLINGHAM","WA","98225","Whatcom","702 32ND ST","BELLINGHAM","WA","98225","(360) 634-0031","","","2J","","1006XS-12 , 1002XS-12 , 1006XS-12 , 1002XS-12 , 1007XS-12 ","Jaeger, Tracey","70","9/30/2026 12:00:00 AM","","","753174","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2747",
"None","Expanded Community Services, Enhanced Adult Residential Care, Adult Residential Care","","2451","60000664","44519","BH  ","Columbia Place","OP    ","2315 Williams St","Bellingham","WA","98225","Whatcom","2315 Williams St","Bellingham","WA","98225","(360) 671-3631","","(360) 671-3630","2J","","1036XP-12 , 1007XS-12 ","Yesian, George A.","37","11/30/2026 12:00:00 AM","","","749339","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2451",
"None","Assisted Living SOW","","2481","60001131","45245","BH  ","Cordata Court, Assisted Living & Memory Care","OP    ","4415 Columbine Dr","Bellingham","WA","98226","Whatcom","4415 Columbine Dr","Bellingham","WA","98226","(360) 715-8822","","(360) 715-8818","2J","","1002XS-12 ","Mason, Kristina B.","115","1/31/2027 12:00:00 AM","","","749511","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2481",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","1722","60000684","30871","BH  ","GRACE RETIREMENT HOME LLC","OP    ","2543 MOUNTAIN VIEW RD","FERNDALE","WA","98248","Whatcom","PO Box 1590","FERNDALE","WA","982481590","(360) 384-4050","","(360) 380-0730","2J","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Mekonnen, Tsegaye A.","12","10/31/2026 12:00:00 AM","","","627314","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1722",
"None","No Contract","","2097","60001082","40889","BH  ","HIGHGATE SENIOR LIVING","OP    ","155 E KELLOGG RD","BELLINGHAM","WA","98226","Whatcom","155 E KELLOGG RD","BELLINGHAM","WA","98226","(360) 671-1459","","(360) 715-9980","2J","","","Moffett, Eric C.","77","2/28/2027 12:00:00 AM","","","750513","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2097",
"None","No Contract","","601","60000779","30094","BH  ","LAKE WHATCOM RESIDENTIAL & TREATMENT CENTER","OP    ","3400 AGATE HEIGHTS RD","BELLINGHAM","WA","982269472","Whatcom","3600 Meridian Street","Bellingham","WA","98225","(360) 676-7530","","(360) 676-6006","2J","","","Billings, Jenny","32","5/31/2026 12:00:00 AM","","","683629","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=601",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW, Adult Residential Care","","2641","60001148","47983","BH  ","Lynden Manor","OP    ","905 Aaron Dr","Lynden","WA","98264","Whatcom","905 Aaron Dr","Lynden","WA","98264","(360) 354-5985","","(360) 354-0882","2J","","1027XS-12 , 1006XS-12 , 1002XS-12 , 1007XS-12 ","Hollander, Shannon","115","6/30/2026 12:00:00 AM","","","1053716","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2641",
"None","Assisted Living SOW","","1504","60008860","30719","BH  ","MEADOW GREENS","OP    ","301 HOMESTEAD BLVD","LYNDEN","WA","98264","Whatcom","301 W HOMESTEAD BLVD","LYNDEN","WA","98264","(360) 354-8200","","(360) 354-5101","2J","","1002XS-12 ","HOWELL, JOSHUA R.","33","4/30/2027 12:00:00 AM","","","749153","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1504",
"None","Assisted Living SOW, Assisted Living Services ECS","","1350","60001182","30615","BH  ","ORCHARD PARK ASSISTED LIVING","OP    ","844 W ORCHARD DRIVE","BELLINGHAM","WA","98225","Whatcom","844 W ORCHARD DRIVE","BELLINGHAM","WA","98225","(360) 647-3708","","(360) 647-7908","2J","","1002XS-12 , 1002XS-12 ","Gollen, Ruth M.","96","11/30/2026 12:00:00 AM","","","161033","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1350",
"None","No Contract","","2517","60009598","45726","BH  ","Silverado Bellingham","OP    ","4400 Columbine Dr","Bellingham","WA","98226","Whatcom","4400 Columbine Dr","Bellingham","WA","98226","(360) 746-6675","","(360) 543-8770","2J","","","Printy, Laura","85","12/31/2026 12:00:00 AM","","","749148","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2517",
"None","No Contract","","1913","60001854","30975","BH  ","SPRING CREEK RETIREMENT & ASSISTED LIVING COMMUNITY","OP    ","223 EAST BAKERVIEW ROAD","BELLINGHAM","WA","98226","Whatcom","3425 Boone Rd SE","SALEM","OR","97317","(360) 756-2301","(360) 756-2390","","2J","","","Graham, Jennifer","122","10/31/2026 12:00:00 AM","","","1225083","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1913",
"None","Enhanced Adult Residential Care, Assisted Living SOW, Assisted Living Services ECS, Adult Residential Care","","1606","60001174","30792","BH  ","SUMMIT PLACE ASSISTED LIVING","OP    ","2905   CONNELLY   AVE","BELLINGHAM","WA","98225","Whatcom","2905   CONNELLY   AVE","BELLINGHAM","WA","98225","(360) 738-8447","","(360) 738-8530","2J","","1006XS-12 , 1002XS-12 , 1006XS-12 , 1007XS-12 ","McMains, Elizabeth M.","47","9/30/2026 12:00:00 AM","","","233912","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1606",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW, Adult Residential Care","","2779","60008761","52317","BH  ","The Bellingham at Orchard","OP    ","848 West Orchard Dr","Bellingham","WA","98225","Whatcom","848 West Orchard Dr","Bellingham","WA","98225","(360) 715-1338","","(360) 715-1338","2J","","1027XS-12 , 1006XS-12 , 1002XS-12 , 1007XS-12 ","Maimin, Michael","76","8/31/2026 12:00:00 AM","","","1297846","False","No"," ",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2563","60000938","46697","BH  ","Woodway Senior Living","OP    ","1712 E Maplewood Ave","Bellingham","WA","98225","Whatcom","","","  ","","(360) 647-1095","","(360) 676-5457","2J","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Roe, James K.","72","5/31/2027 12:00:00 AM","","","750116","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2563",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2675","60008709","48947","BH  ","Bishop Place Senior Living","OP    ","815 SE Klemgard St","Pullman","WA","99163","Whitman","815 SE Klemgard St","Pullman","WA","99163","(509) 334-9488","","(509) 334-7494","1B","","1027XS-12 , 1006XS-12 , 1002XS-12 ","Brown, Laurie B.","121","9/30/2026 12:00:00 AM","","","749452","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2675",
"None","Enhanced Adult Residential Care, Community Stability Supports Exhibit, Assisted Living Services ECS, Adult Residential Care","","2370","60008960","43994","BH  ","COMMUNITY PRIDE LLC","OP    ","102 S Bryant Blvd","Saint John","WA","99171","Whitman","PO Box 59","Saint John","WA","99171","(509) 648-4214","(509) 648-4254","","1B","","1006XS-12 , 1006XS-12 , 1006XS-12 , 1007XS-12 ","Sadera, Isaac","21","8/31/2026 12:00:00 AM","","","175883","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2370",
"None","Assisted Living SOW, Assisted Living Services ECS","","1707","60008953","30859","BH  ","LA DOW COURT ASSISTED LIVING","OP    ","308 W California St","Garfield","WA","99130","Whitman","PO BOX 368","GARFIELD","WA","99130","(509) 635-1240","(509) 635-1406","","1B","","1002XS-12 , 1002XS-12 ","Bankus, Amanda L.","16","2/28/2027 12:00:00 AM","","","444068","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1707",
"None","Specialized Dementia Care, Assisted Living SOW","","2060","60009528","40751","BH  ","Regency Pullman","OP    ","1285 SW Center St","Pullman","WA","99163","Whitman","1285 SW Center St","Pullman","WA","99163","(509) 332-2629","","(509) 332-2749","1B","","1027XS-12 , 1002XS-12 ","KRAMER, AMANDA","84","6/30/2026 12:00:00 AM","","","444643","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2060",
"None","Enhanced Adult Residential Care, Community Stability Supports Exhibit, Assisted Living Services ECS","","2642","60009624","47716","BH  ","Tekoa Care Center","OP    ","330 N Madison St","Tekoa","WA","99033","Whitman","330 N Madison St","Tekoa","WA","99033","(509) 284-4501","","(509) 286-3737","1B","","1006XS-12 , 1006XS-12 , 1006XS-12 ","Carren, Molly","59","10/31/2026 12:00:00 AM","","","1113162","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2642",
"None","Assisted Living SOW","","1624","60000934","30804","BH  ","THE COURTYARD AT COLFAX","OP    ","300 S Main St","Colfax","WA","99111","Whitman","300 S Main St","Colfax","WA","99111","(509) 397-6123","","(509) 397-6367","1B","","1002XS-12 ","Broeckel, Jennifer","55","9/30/2026 12:00:00 AM","","","750204","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1624",
"None","Assisted Living SOW","","2460","60008712","45017","BH  ","Avamere at Englewood Heights","OP    ","3710 Kern Way","Yakima","WA","98902","Yakima","3710 Kern Way","Yakima","WA","98902","(509) 452-5822","","(509) 452-9276","1G","","1002XS-12 ","Kuehl, Sherri","88","9/30/2026 12:00:00 AM","","","749949","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2460",
"None","Enhanced Adult Residential Care","","2462","60001284","45018","BH  ","Avamere at Englewood Heights Memory Care","OP    ","3706 Kern Way","Yakima","WA","98902","Yakima","3706 Kern Way","Yakima","WA","98902","(509) 452-5822","","(509) 452-9276","1G","","1006XS-12 ","Kuehl, Sherri","21","9/30/2026 12:00:00 AM","","","749949","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2462",
"None","No Contract","","2682","60001280","49220","BH  ","Avista Senior Living Yakima","OP    ","5100 W Nob Hill Blvd","Yakima","WA","98908","Yakima","5100 W Nob Hill Blvd","Yakima","WA","98908","(509) 972-7862","","(509) 972-4199","1G","","","Stone, Kayla","55","6/30/2026 12:00:00 AM","","","986544","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2682",
"None","Assisted Living SOW, Adult Residential Care","","1695","60001175","30847","BH  ","Brookdale Yakima","OP    ","4100 Englewood Ave","Yakima","WA","98908","Yakima","4100 W ENGLEWOOD","YAKIMA","WA","98908","(509) 965-0111","","(509) 965-0333","1G","","1002XS-12 , 1007XS-12 ","Owen, Lisa","82","10/31/2026 12:00:00 AM","","","749433","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1695",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Adult Residential Care","","2156","60001285","41718","BH  ","Chandler House","OP    ","701 N 39th Ave","Yakima","WA","98902","Yakima","701 N 39th Ave","Yakima","WA","98902","(509) 248-1007","","(509) 249-1010","1G","","1027XS-12 , 1006XS-12 , 1007XS-12 ","Denison, Lynette M.","36","2/28/2027 12:00:00 AM","","","749746","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2156",
"None","Enhanced Adult Residential Care, EARC Community Stability Supports, Assisted Living Services ECS","","2632","60001122","47836","BH  ","Community Pride Sunnyside LLC","OP    ","906 North Ave","Sunnyside","WA","98944","Yakima","906 North Ave","Sunnyside","WA","98944","(509) 839-4663","","(509) 839-6301","1G","","1006XS-12 , 1074XP-12 , 1006XS-12 ","Sadera (Kibua), Dinah N.","13","10/31/2026 12:00:00 AM","","","867073","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2632",
